e401k,inc,marr,male,age,fsize,nettfa,p401k,pira
0,88.413,1,0,47,3,24.109,0,0
0,63.15,1,0,39,4,0.299,0,0
0,36.966,1,0,60,2,6.93,0,0
0,100.596,0,1,52,2,92.8,0,0
0,13.317,1,0,31,4,-1.093,0,0
0,45.225,0,1,54,1,18.3,0,1
0,12.96,1,0,59,4,0,0,0
0,17.7,0,0,51,2,44.999,0,1
1,25.392,0,0,57,2,59.15,1,0
0,31.56,1,0,41,3,4.3,0,0
0,13.77,1,0,53,3,0,0,0
1,61.683,1,0,42,5,23.983,1,0
1,53.556,1,0,34,4,0.725,1,0
0,37.548,1,0,35,5,0,0,0
0,18,0,1,42,1,0,0,0
1,27,1,0,48,2,-7.85,0,0
0,36.564,1,0,37,4,-3.995,0,0
1,30.189,1,0,50,3,49.549,1,0
0,24.51,1,0,25,4,-1.45,0,0
0,17.544,0,0,60,2,-0.05,0,0
0,29.91,1,0,35,5,-0.275,0,0
0,57.18,1,0,42,4,4.21,0,0
0,19.35,1,0,62,2,96.997,0,1
0,19.77,0,1,36,1,74.35,0,0
1,68.889,1,0,61,2,44.599,0,1
0,65.661,1,0,54,4,133.249,0,1
0,45.102,1,0,51,2,3.749,0,0
0,18.015,0,0,26,1,-10.2,0,0
0,15.42,1,0,58,2,2.65,0,0
1,12.96,0,0,34,4,-2.8,0,0
0,19.125,1,0,38,7,-0.8,0,0
1,24.009,0,1,36,1,0.2,1,0
0,30.936,0,0,40,4,-0.929,0,0
1,16.2,0,0,53,2,-2.364,0,0
1,19.116,0,0,54,1,2.907,1,0
0,22.8,1,0,30,5,1.3,0,0
1,73.305,0,0,56,1,14.2,0,1
1,33.705,0,1,54,2,35.303,1,1
0,15.45,1,1,26,4,0,0,0
1,38.82,0,1,44,2,1.75,1,0
0,19.329,0,0,40,1,10.976,0,0
0,40.53,0,0,56,2,19.698,0,0
0,22.5,1,1,51,4,-0.9,0,0
1,54.954,1,0,33,2,87.2,1,0
0,57.33,1,0,62,3,10.5,0,0
0,16.8,1,1,58,2,-62,0,1
0,31.86,0,1,39,2,1.499,0,0
1,55.992,1,0,38,5,23.198,0,1
0,44.982,0,0,30,1,5.4,0,0
1,35.31,0,0,46,4,-7.5,0,1
0,23.469,0,0,41,3,1.8,0,0
1,26.1,1,0,56,3,6.1,1,0
0,49.65,1,0,37,5,26.9,0,1
1,14.4,1,0,29,4,0.045,0,0
1,18.312,0,1,25,1,0.8,1,0
1,27.096,1,0,29,5,1.96,0,0
1,59.757,1,1,43,2,36.54,1,0
0,34.938,1,0,32,4,-0.801,0,0
1,48.327,1,0,38,5,4.149,0,0
1,49.959,1,0,33,4,40,1,1
1,49.422,1,0,44,3,7.327,0,1
0,13.386,0,0,33,5,-3.2,0,0
0,23.004,1,0,42,4,-5.59,0,0
0,45.294,1,0,57,3,116.499,0,1
1,76.233,1,0,46,4,20.08,0,0
0,13.428,0,1,45,1,0,0,0
0,40.824,1,0,63,2,36.799,0,1
1,38.979,1,0,58,2,5.3,0,0
1,64.935,1,1,29,4,-1.644,1,0
0,62.13,1,0,39,5,-2,0,0
0,34.68,0,0,61,1,2.6,0,1
1,22.5,0,1,51,1,0,0,0
1,28.35,1,0,41,4,124,1,1
1,88.98,1,0,46,3,12.9,1,0
0,29.715,0,0,41,1,1.34,0,0
1,28.74,0,1,32,1,12,1,0
0,15.006,0,0,56,3,-0.75,0,0
1,23.043,0,0,41,4,0.3,1,0
0,13.08,0,0,38,1,-0.376,0,0
0,65.172,1,1,39,2,12.211,0,1
1,20.196,1,0,33,4,-4.564,1,0
1,34.95,0,0,43,2,-3.501,0,0
1,25.353,0,0,45,1,-6.051,1,0
0,60.15,0,1,61,2,122.499,0,0
0,21.24,1,0,39,4,0.1,0,0
1,68.808,1,0,43,4,55.38,0,1
1,54.69,1,0,29,2,20.7,0,0
0,90.234,1,1,54,2,45.06,0,1
0,83.274,1,0,34,5,184.474,0,1
0,71.928,1,0,48,4,230.097,0,1
0,62.58,1,0,51,2,126.5,0,1
1,10.65,0,0,44,2,0.334,1,0
0,32.526,1,0,51,3,-1.95,0,0
0,14.196,0,1,46,1,5.049,0,0
1,14.895,0,0,27,1,1.4,0,0
0,18.306,0,0,41,2,0,0,0
1,20.325,0,0,44,1,8.137,1,0
0,42.183,0,1,33,1,-0.1,0,0
1,37.245,0,1,41,1,22.61,1,0
0,20.43,0,0,29,1,0.499,0,0
0,21.879,0,1,25,1,-4.4,0,0
0,24.123,0,0,35,3,0.03,0,0
1,36.195,1,0,40,4,-0.29,1,0
0,19.44,0,1,37,1,2.325,0,1
1,69.726,1,0,52,2,94.9,1,1
0,37.146,0,1,43,2,-3.69,0,0
0,18.027,0,0,35,1,-0.85,0,0
0,30.408,0,0,44,2,25,0,1
1,18.198,0,0,26,2,2.2,1,0
1,25.311,0,1,31,1,2.499,0,0
0,11.898,0,0,27,4,0.13,0,0
0,34.92,1,0,53,2,18.2,0,0
1,38.07,0,1,39,1,16.799,0,0
1,70.368,1,0,26,2,12,0,0
1,37.626,1,0,27,2,0.5,0,0
1,89.52,1,0,42,5,70.682,1,0
1,51.54,1,0,40,4,16.11,1,0
0,24.99,1,0,32,5,-1.17,0,0
1,65.976,1,0,44,3,28.1,1,0
0,19.2,0,0,48,5,-1.4,0,0
1,30.735,1,0,60,2,9.16,1,1
1,30.972,1,1,36,4,-4.1,0,0
0,40.209,0,1,27,1,1.965,0,0
1,78,1,0,47,5,50.5,1,0
1,41.058,0,1,31,1,38.4,1,0
0,47.322,1,0,25,2,2.526,0,0
1,45.201,1,0,33,4,23.38,1,0
1,52.434,0,1,42,1,10,0,0
1,72.42,1,0,35,4,-1.801,0,0
1,45.855,1,0,36,5,21.22,1,0
1,112.509,1,0,34,3,18.885,1,0
0,17.274,1,0,36,4,0.23,0,0
1,155.967,1,0,38,2,20.95,1,0
0,39.375,1,0,56,3,0.5,0,0
1,84.279,1,0,54,2,73.149,1,1
1,44.175,1,1,36,3,1.449,1,0
0,21.792,0,0,43,1,-7,0,0
1,135.3,1,0,35,3,227,1,1
0,19.446,1,0,30,4,0.499,0,0
0,20.724,1,0,63,4,-7.9,0,0
0,16.149,0,0,60,2,1.8,0,0
0,15.393,1,0,64,3,-22.491,0,0
1,55.725,1,0,53,2,22.772,1,0
1,57.18,0,1,43,3,44,1,1
1,46.596,1,1,43,4,55.608,1,1
0,92.904,1,1,52,1,80,0,1
0,141.315,1,0,48,2,11.347,0,0
0,36.699,0,0,36,3,-5.8,0,0
1,42.78,0,1,30,1,10.475,1,0
0,21.6,0,0,52,1,-0.5,0,0
0,20.718,0,1,52,1,0.299,0,0
0,44.331,1,0,61,3,14.399,0,0
0,20.4,0,0,34,3,0,0,0
1,40.362,1,0,37,4,3.4,1,0
0,12.723,0,0,56,3,-0.22,0,0
0,25.209,1,1,29,5,0.15,0,0
0,32.106,0,0,43,2,8.75,0,1
0,19.455,0,0,37,1,1.25,0,1
1,45.3,1,0,33,3,-21.13,0,0
1,39.675,1,0,60,2,1.072,0,0
0,12.192,0,0,32,4,0.2,0,0
0,35.7,0,1,25,1,-6.355,0,0
0,33.849,0,1,28,1,-1.5,0,0
1,27.117,1,0,40,4,1.961,1,0
0,98.784,1,0,54,3,7.234,0,0
1,31.53,0,1,39,1,12.6,1,0
1,29.289,0,0,42,3,39.036,1,0
0,36,1,1,43,3,0.099,0,0
0,28.284,1,0,59,2,26.2,0,0
0,48.3,1,0,36,4,5,0,0
0,82.29,1,0,57,2,62,0,1
0,25.305,1,0,32,3,-12,0,0
0,28.83,0,0,64,1,1.704,0,0
0,42.315,1,0,30,2,0.2,0,0
1,32.1,0,1,42,1,-0.9,0,0
0,24.819,1,0,56,3,0.6,0,0
0,23.772,1,0,47,4,11.937,0,1
0,39.216,0,0,55,3,4,0,1
0,37.38,1,0,35,4,2.9,0,0
1,54.963,1,0,35,4,23.21,1,0
0,17.883,1,0,34,5,0.05,0,0
0,14.52,0,0,33,1,1.999,0,0
1,60.696,1,0,42,4,42.63,1,1
0,28.053,1,0,48,6,0,0,0
1,38.205,0,0,43,2,1,1,0
1,29.25,1,0,55,3,0,0,0
0,12.3,1,0,38,7,2,0,0
1,22.872,0,1,32,1,4.325,1,0
1,40.362,1,0,46,4,3.225,1,0
0,43.485,0,1,28,1,1.5,0,0
1,76.827,1,0,51,3,36.45,1,0
0,18.438,1,0,38,6,2.549,0,0
0,54.36,1,0,55,2,21.417,0,1
1,73.815,1,0,57,3,65.612,1,1
0,144.534,1,1,59,2,219.699,0,1
0,14.274,0,1,29,1,0.288,0,0
0,37.146,1,0,33,4,0.2,0,0
0,37.452,1,0,51,2,21.9,0,0
0,53.841,1,1,31,2,1.399,0,0
0,13.818,1,1,34,3,0.3,0,0
1,12,0,1,31,1,9.75,1,0
0,36.213,1,0,29,6,-0.635,0,0
1,57.393,1,0,29,4,-10.93,1,0
1,74.07,0,1,29,1,16.025,1,1
0,31.785,1,0,30,3,-2.3,0,0
1,35.718,1,0,38,3,8.345,1,0
0,29.925,1,0,35,2,-8,0,0
0,43.239,0,1,45,1,24.9,0,1
1,34.794,1,0,41,4,2.06,0,1
0,31.308,0,1,27,1,2,0,0
0,13.893,0,0,61,1,37.65,0,1
0,13.11,0,1,26,1,-2.815,0,0
1,48.588,1,0,31,4,14.91,1,0
1,22.65,0,0,48,2,-5.325,0,0
0,20.31,1,0,36,4,2.151,0,1
1,15.6,0,1,27,1,13.2,1,0
0,23.976,1,0,59,2,0.656,0,0
1,51.384,0,1,35,1,-48.6,0,0
1,24.48,0,1,51,1,5.4,1,1
1,30.06,0,1,26,1,1.349,1,0
1,79.701,1,0,52,6,12.9,0,0
0,33.78,1,0,47,5,-6.501,0,0
0,64.05,1,0,43,5,3.5,0,0
1,34.275,0,0,26,1,0.5,1,0
0,26.4,0,0,36,2,0.85,0,0
1,36.18,0,0,36,1,8.5,0,0
0,29.424,0,1,60,1,7.899,0,0
0,49.209,0,1,40,1,-0.151,0,0
0,40.86,1,0,31,2,0.5,0,0
1,16.704,1,0,34,6,-5.38,1,0
1,74.439,1,0,43,4,76.585,1,1
0,54.492,1,0,44,2,-1.69,0,0
0,19.563,0,0,43,1,-5.4,0,0
0,31.8,0,1,41,1,-0.25,0,0
1,64.8,0,1,47,1,66.5,1,1
1,86.847,1,0,41,5,74.972,1,1
0,11.775,1,1,64,3,0,0,0
0,169.404,1,0,32,2,34.418,0,1
0,14.925,0,0,32,1,0.35,0,0
1,70.872,1,0,52,2,242.674,1,1
0,49.551,1,0,45,3,10.15,0,1
1,40.596,1,0,38,4,1.575,1,0
1,57.828,1,0,44,4,46.622,1,1
1,45.309,0,0,45,1,5.45,0,1
0,29.427,1,0,28,6,1.6,0,0
1,22.521,0,1,35,2,9,1,1
1,20.796,0,1,38,1,15.899,1,1
1,30.36,0,0,32,3,-5.28,0,0
1,34.359,1,1,37,2,1.249,1,1
0,38.061,1,0,36,4,-2.643,0,0
0,14.46,0,0,28,3,1,0,0
0,21.915,0,0,32,2,7.7,0,1
1,48.828,1,0,61,2,62.5,0,1
0,50.85,1,0,35,4,-3.496,0,0
0,35.67,1,0,40,8,0.5,0,0
1,27.492,0,0,56,1,25.949,1,0
0,25.188,0,0,44,2,-6.401,0,0
1,21.81,1,0,34,5,-0.68,1,0
0,28.575,1,0,33,2,-0.38,0,0
0,33.243,1,0,50,2,-0.2,0,0
1,13.668,0,0,38,3,-4.14,1,0
1,21.888,0,0,39,2,6.465,1,0
0,14.484,1,0,25,4,-6.569,0,0
0,11.202,0,1,41,2,0,0,0
0,27.162,1,1,31,2,1.444,0,0
0,29.838,1,0,38,4,-2.047,0,0
0,14.79,0,1,25,1,0.1,0,0
0,35.742,1,0,56,3,0.25,0,0
0,60,1,0,49,5,-3.7,0,0
0,54.981,1,0,50,2,8.043,0,0
0,19.263,0,0,39,3,-0.2,0,0
1,75.12,1,0,50,4,137.4,1,0
1,55.473,1,1,43,3,6.6,1,1
1,54.585,0,1,43,2,70.15,1,0
0,83.886,1,0,43,5,6,0,1
1,153.018,1,0,35,2,398.241,0,1
1,49.92,1,0,35,2,25.13,0,1
1,38.256,1,0,47,2,44.762,0,1
0,17.781,1,0,38,4,-0.57,0,0
1,32.109,0,1,29,1,9.5,0,1
0,41.49,1,0,49,2,4.787,0,0
1,38.412,1,0,61,4,4.2,1,0
0,27.48,1,0,25,3,-5,0,0
1,26.214,1,0,43,4,1.62,1,0
0,35.475,0,0,40,3,-4.05,0,0
0,12.6,0,0,31,3,-0.93,0,0
0,22.83,0,1,26,1,2.573,0,0
0,23.208,1,0,55,3,-24.5,0,0
0,60.699,1,0,40,3,-1.5,0,0
0,12.828,0,0,32,5,0,0,0
0,14.877,1,0,28,2,2.15,0,0
1,105.156,1,0,43,3,35.3,1,1
0,31.254,0,1,64,4,60.4,0,1
1,51.897,1,0,50,2,65.95,1,1
1,79.29,1,0,57,4,41.26,0,1
1,28.056,0,0,38,1,-0.504,1,0
1,158.721,1,0,44,3,135.196,1,1
0,11.25,1,1,45,1,0,0,0
0,56.598,1,0,55,4,11.9,0,0
1,29.655,0,0,26,2,0.881,1,1
0,18.678,1,0,63,3,0.027,0,0
1,57.603,1,0,35,2,-14.351,1,0
1,19.833,0,1,39,1,-9.25,1,0
0,39.18,0,1,56,2,19.099,0,1
1,55.986,1,0,45,6,-5.6,0,0
0,37.971,1,0,51,2,37.173,0,1
0,21.078,1,1,37,1,5.099,0,0
0,25.35,0,0,46,1,0.5,0,0
0,40.572,0,1,35,1,0.1,0,0
0,21.09,1,0,52,4,0.1,0,0
1,13.248,0,1,43,1,1.216,1,0
0,45.012,0,0,41,1,29.55,0,1
0,50.55,0,0,43,1,18.8,0,0
1,41.538,1,0,53,3,16.1,1,0
0,37.569,1,0,57,4,-3.3,0,0
0,28.356,1,0,31,5,0.005,0,0
1,51.048,1,0,38,3,15.597,1,0
1,50.628,0,1,35,1,14.4,1,0
1,46.998,1,0,52,2,115.402,1,1
0,33.672,0,0,26,1,1.7,0,0
0,17.007,1,1,34,4,-1.26,0,0
1,27.291,0,1,44,1,12.55,1,0
1,30.198,0,1,31,1,-1.35,1,0
0,12.336,0,0,47,2,1.599,0,0
0,36.21,1,0,47,3,2.1,0,0
0,37.416,1,0,48,3,-16.725,0,0
0,55.446,1,0,61,3,195,0,1
1,15.3,0,0,43,3,14.35,1,0
0,12.243,0,1,29,1,0.054,0,0
0,46.08,1,0,30,4,2,0,0
0,14.382,0,0,39,3,1.569,0,0
1,49.515,0,1,34,2,-3.5,0,0
0,25.122,1,0,30,4,1.205,0,0
0,30,0,0,42,3,-5.49,0,0
0,36.429,1,0,63,2,30.523,0,1
1,48.471,0,0,43,4,38.399,1,1
0,48.651,0,0,38,2,0.8,0,0
0,70.755,1,1,45,2,40.9,0,1
1,62.766,1,0,58,2,78.559,1,1
1,51.84,0,1,46,2,191.8,1,1
0,52.602,1,0,32,4,-2.602,0,0
0,25.314,0,1,32,1,0.8,0,0
1,62.43,1,0,48,6,73.15,1,0
0,14.559,1,0,36,3,-3.45,0,0
0,45.432,1,0,62,3,104.766,0,1
0,15.3,0,1,27,1,-1,0,0
0,22.41,0,0,46,3,-0.601,0,0
0,24.426,0,0,45,1,1.8,0,0
0,24.09,0,0,43,1,1.299,0,0
0,27.906,1,0,31,3,5.9,0,1
0,30.84,1,0,57,2,100.099,0,0
0,49.431,1,0,46,4,18.46,0,1
1,100.026,1,0,57,4,71.438,1,1
1,28.95,1,0,26,3,14.699,1,0
0,14.994,1,0,63,2,-0.42,0,0
1,43.536,1,0,44,4,1.821,1,0
0,13.704,1,0,35,6,12,0,1
0,76.23,0,0,57,1,136,0,1
0,24.939,0,1,50,6,-2.15,0,0
0,31.974,0,0,50,4,-9.09,0,0
0,23.973,0,0,35,1,109.1,0,1
0,15.3,1,0,31,3,0.33,0,0
1,75.6,1,0,46,4,101.01,1,1
0,24.3,1,1,25,3,-0.3,0,0
1,17.31,0,0,31,6,1.45,0,0
0,23.004,0,1,25,3,-2,0,0
1,35.916,0,0,37,1,25.599,1,0
0,22.641,0,0,30,1,-0.501,0,0
1,37.77,1,0,51,7,12.309,1,1
0,24.498,1,0,41,2,0.4,0,0
1,37.887,1,0,52,2,29.3,1,1
0,23.556,1,0,26,4,-3.15,0,0
0,71.34,1,1,35,2,26,0,1
0,11.667,0,1,32,1,-10.002,0,0
1,18.894,1,0,59,4,-2.85,0,0
0,32.148,1,0,56,2,7.8,0,1
1,109.095,1,0,44,4,94,1,0
1,106.782,1,0,34,3,23.3,1,1
1,27.675,1,0,49,3,0.69,1,0
0,20.496,0,1,51,1,0.6,0,0
1,15.3,0,1,43,1,10,1,0
0,32.34,1,0,55,2,2,0,0
0,13.05,0,0,48,1,0.9,0,0
0,52.86,0,1,27,1,3,0,0
0,25.812,1,0,36,3,-2.45,0,0
1,40.8,0,1,47,1,-5.9,0,0
0,20.91,1,0,47,4,79.966,0,1
0,49.98,1,0,41,5,0.3,0,0
0,64.203,1,0,46,5,59.498,0,0
1,35.7,1,0,57,3,48.33,1,0
0,24.06,1,1,30,6,2.6,0,0
0,41.67,1,0,47,6,-0.25,0,0
0,13.44,0,1,33,4,20.269,0,0
1,46.125,1,0,54,4,2.95,0,0
1,57.219,1,0,38,4,-0.101,1,0
1,25.08,1,0,31,4,-0.52,1,0
0,27.93,1,0,38,4,-2.55,0,0
1,76.974,1,0,34,5,29.25,1,0
0,35.334,0,0,47,1,71,0,1
1,21.615,0,0,36,1,-0.975,0,0
0,25.284,0,0,27,1,5.33,0,1
0,40.104,1,0,32,4,-2.961,0,0
0,83.925,0,1,37,1,4,0,0
1,96,1,0,49,2,89,1,1
1,18.168,1,0,43,7,-3,0,0
0,37.524,1,1,31,7,-2.3,0,0
0,14.928,0,0,42,4,-0.05,0,0
0,25.98,1,0,26,5,-11.6,0,0
1,53.436,1,0,33,3,32.789,1,1
1,85.968,1,1,47,3,130.7,1,1
1,55.743,1,0,48,4,-1.6,1,0
0,26.94,1,0,25,4,-9.5,0,0
0,27.624,0,1,30,1,-3.6,0,0
0,64.875,1,0,27,4,-5.7,0,0
0,71.316,1,0,47,3,12.7,0,0
0,27.675,0,0,44,2,-0.643,0,0
0,17.853,0,1,25,3,-0.735,0,0
0,36.51,1,0,43,7,-1.235,0,0
0,15.558,0,0,34,1,0,0,0
0,11.451,0,0,31,4,0,0,0
0,51.528,1,0,63,2,21.9,0,0
1,28.2,1,0,33,3,0,0,0
0,27.84,0,1,30,1,2.3,0,0
0,47.748,1,0,49,3,-5.186,0,0
0,39.525,0,1,47,3,-7.2,0,0
1,103.041,1,0,61,2,321,1,1
0,57.585,1,0,30,3,1.594,0,0
1,45.027,1,0,38,5,-3.751,0,0
0,22.41,0,0,43,1,-5,0,0
1,30.024,0,1,39,2,26.55,1,0
0,80.862,1,0,46,5,0.454,0,0
0,21.15,1,0,55,5,2.499,0,0
0,20.403,0,1,37,1,-6.92,0,0
1,54.183,1,0,32,2,15.614,1,0
1,36.342,0,1,59,1,31.075,1,0
0,13.2,0,0,27,2,-4.2,0,0
1,15.387,0,1,40,1,7.5,1,0
1,31.242,1,0,34,2,52.436,1,1
1,36.201,1,0,31,5,1.599,1,1
1,17.505,1,0,30,3,0.029,1,0
1,74.646,1,0,42,3,16.585,0,1
1,49.596,1,0,43,3,32.1,1,1
1,28.035,0,0,31,2,-4.24,1,0
1,44.361,0,0,62,1,0,0,0
0,13.5,1,0,53,2,2.84,0,0
0,28.035,1,0,41,3,0.1,0,0
0,79.281,0,1,43,1,60.3,0,0
0,11.46,1,0,31,3,-8,0,0
0,37.8,0,0,53,2,22.499,0,0
0,10.2,0,1,61,1,0,0,0
0,11.247,0,0,64,2,0.758,0,0
1,42.888,0,1,58,3,43.15,1,0
0,21.462,1,1,54,2,-0.301,0,0
0,24.045,0,1,32,1,-3.351,0,0
0,23.19,1,0,44,4,7.699,0,0
0,28.875,0,0,60,3,28.649,0,0
1,58.05,1,0,25,2,4.6,1,0
0,22.422,1,0,63,2,51,0,1
1,54.582,1,0,56,2,5.999,0,0
1,66.84,1,0,32,4,26.135,1,0
1,79.665,1,0,51,2,43.779,1,0
1,35.202,1,0,60,3,19.952,1,1
1,74.37,1,0,27,3,10.95,1,0
0,43.68,0,1,51,1,21.7,0,1
0,34.932,1,0,34,5,-6.6,0,0
0,57.609,1,0,38,4,0.255,0,0
1,59.43,1,0,37,4,17.6,0,0
1,25.647,0,0,39,1,-6,0,0
1,31.911,0,1,44,1,-4.607,0,0
0,20.622,0,0,62,1,0.259,0,0
0,23.154,0,1,26,2,-1.691,0,1
0,37.2,0,0,25,1,-7.75,0,0
0,120.75,1,0,40,5,51.25,0,1
1,73.02,1,0,27,2,30.8,1,1
1,54.819,1,0,34,2,5.617,1,0
1,32.244,0,0,29,1,-3.978,1,0
0,25.782,1,0,33,2,-3.82,0,0
0,23.1,0,1,29,1,4.5,0,0
0,14.754,0,0,63,5,0.2,0,0
0,128.7,1,0,44,4,195,0,1
1,32.43,0,0,49,1,-2.218,1,0
1,37.38,1,0,61,2,100.469,1,1
0,55.377,1,0,38,4,4.256,0,1
1,76.941,1,0,38,4,42.05,0,1
1,38.712,1,0,38,4,7.465,1,0
0,77.94,1,0,36,4,2.55,0,0
1,24.63,1,0,43,2,3.02,1,0
0,52.215,1,0,50,5,-13.968,0,0
1,20.97,0,0,38,3,-5.547,0,0
0,47.07,1,0,28,2,2.499,0,0
0,13.773,0,0,52,3,0.049,0,0
0,20.445,0,0,31,3,0.849,0,0
1,12.864,0,0,49,4,2.377,1,0
1,38.889,0,1,28,1,35.45,1,1
0,11.25,1,0,38,4,0.499,0,0
0,23.265,0,0,31,1,0.999,0,0
0,57.645,0,1,43,2,49.8,0,0
1,82.278,1,0,52,4,72.762,1,1
0,14.124,0,0,53,3,8.7,0,1
0,21.306,1,0,26,3,10,0,0
1,86.7,1,0,47,2,145.139,1,1
1,97.845,1,1,39,2,203.2,1,1
1,99.48,1,0,35,3,109.399,0,1
1,26.526,0,1,37,3,-0.7,0,0
0,17.403,0,0,45,8,0,0,0
0,10.2,0,1,25,1,0,0,0
0,15.315,0,0,42,4,0.25,0,0
1,29.886,1,0,47,4,21.95,1,1
0,14.04,0,0,52,1,0,0,0
0,19.962,0,0,27,2,-13,0,0
1,14.58,0,1,30,1,0,0,0
0,61.446,1,0,36,3,135.496,0,1
0,16.113,1,0,35,5,6.263,0,1
1,31.89,1,0,47,4,8.174,1,0
0,21,1,0,53,3,-0.5,0,0
0,11.901,1,0,46,7,0.257,0,0
0,11.232,0,0,26,2,-0.065,0,0
0,22.464,0,1,29,2,1.681,0,1
1,67.056,1,0,37,3,31.25,1,0
0,16.86,0,1,42,1,0,0,0
0,38.949,1,0,58,2,19.947,0,1
1,66.405,1,0,47,4,41.297,0,0
0,10.356,1,0,31,4,1.54,0,0
0,32.88,1,0,40,5,7.5,0,0
0,33.012,0,0,35,3,0.199,0,0
0,12.828,0,0,43,5,0,0,0
1,17.85,1,0,27,6,2.78,1,0
0,14.352,0,0,55,2,-0.5,0,0
0,48.078,0,0,34,1,4.5,0,1
1,51.15,0,1,38,1,28.6,1,1
1,32.361,0,0,33,1,11.8,1,0
0,18.24,0,0,37,3,0,0,0
0,19.347,1,0,33,3,0,0,0
0,46.386,1,0,34,4,0.6,0,0
0,18.09,0,0,64,1,5.499,0,1
1,77.016,1,0,47,2,77.975,1,0
0,17.625,0,0,52,1,1.8,0,1
0,46.14,1,0,33,5,25.65,0,1
1,42.78,0,1,50,1,30.2,1,0
1,94.98,1,0,37,2,15,1,0
1,60.3,1,0,47,4,96.6,1,0
1,35.505,1,0,25,3,16.25,1,1
1,40.545,1,0,34,3,2.5,0,0
1,17.928,0,0,28,4,-0.35,0,0
0,13.794,1,0,28,4,0,0,0
0,16.278,0,0,25,3,0,0,0
0,43.089,1,0,39,4,-4.1,0,0
0,20.019,1,0,54,3,41.8,0,1
0,27.021,0,0,56,1,34.397,0,0
0,12.9,0,0,37,3,-2,0,0
1,19.44,0,1,37,3,-0.425,0,0
1,65.097,1,1,36,4,8.799,0,0
1,37.791,1,0,52,2,6.6,0,1
0,79.434,1,0,41,4,-5.154,0,0
0,18.444,0,0,55,1,12.994,0,1
0,30.837,1,0,36,3,-2.4,0,0
0,15.84,0,0,32,1,1,0,0
1,22.215,0,1,53,1,-6.15,0,0
0,14.511,0,0,43,5,0.6,0,1
1,40.224,0,0,34,3,-4.187,1,0
1,28.08,0,0,43,4,3.75,1,0
0,21.306,0,0,32,1,2.1,0,0
1,37.359,1,0,61,2,-2.038,0,0
1,48.219,1,0,34,3,19.099,1,0
0,159.696,1,0,39,2,90.55,0,1
1,55.563,1,0,37,2,56.053,0,1
0,23.046,0,1,43,1,0.399,0,0
1,77.523,1,0,48,4,23.152,1,0
0,95.184,1,0,45,5,128.35,0,1
0,33.27,0,1,25,4,1.1,0,0
0,49.866,1,0,56,3,11.3,0,1
1,37.377,1,0,55,3,28,1,0
0,36.117,1,0,55,2,37.794,0,1
1,54.252,1,0,44,4,17.285,1,1
0,76.938,1,0,45,4,551.1,0,1
0,17.088,0,0,48,3,0,0,0
0,26.493,1,0,28,5,-0.2,0,0
1,102.189,1,0,44,2,107.257,1,1
1,52.41,0,1,51,1,152.29,1,1
0,79.536,1,0,40,5,15.5,0,0
0,80.079,1,0,46,3,59.115,0,1
0,45.81,0,1,30,1,-2.7,0,0
0,19.8,0,0,49,1,-2.4,0,0
1,39.6,1,0,28,2,2.591,1,0
1,17.28,0,1,50,4,0,0,0
1,48.12,1,0,44,4,20.3,1,1
0,15.54,1,0,47,2,0.727,0,0
1,51.06,1,0,52,5,-5.301,0,0
0,28.845,0,1,27,2,0.7,0,0
1,29.88,0,0,62,1,44.237,1,0
1,48.312,1,0,41,4,-4.635,0,0
0,36.522,1,1,39,2,28.057,0,1
0,21.168,1,0,43,2,4.272,0,0
0,37.482,1,0,53,3,14.8,0,1
0,52.32,1,0,26,2,-1.6,0,0
0,31.575,1,1,33,2,0.356,0,0
0,25.227,1,0,57,4,-0.625,0,0
0,49.428,1,0,33,4,-1.8,0,0
0,77.334,1,0,34,3,95.999,0,1
1,22.992,1,0,26,2,8.42,1,0
0,63.207,1,0,42,5,-47.5,0,0
0,24.714,1,0,54,3,0.25,0,0
1,11.43,1,0,45,4,-0.036,0,0
0,36.09,1,0,34,4,1.459,0,0
0,23.166,1,0,55,3,-5.4,0,0
1,31.722,1,0,34,3,2,1,0
1,22.542,1,0,47,3,30.9,0,1
1,48.468,1,0,43,6,44.098,1,0
1,29.958,0,1,30,1,2.3,0,0
1,35.676,1,0,60,4,-0.997,0,0
1,28.086,1,0,38,4,1.499,1,0
1,30,1,0,31,2,11.6,1,1
1,31.209,1,0,43,2,-0.25,0,0
0,10.164,0,0,32,5,-1.002,0,0
1,46.722,1,0,59,5,-7.15,0,0
0,24.69,0,0,28,1,0.75,0,0
0,36.639,1,0,30,4,-11,0,0
1,30.078,1,0,52,2,-17.531,1,0
0,18.429,0,0,37,3,-3.197,0,0
1,11.325,0,0,58,2,2.6,1,0
0,47.637,0,1,48,2,8.03,0,1
0,13.473,0,0,51,2,0.5,0,0
0,59.229,1,0,38,5,-8.752,0,0
0,64.956,1,0,59,3,5.98,0,1
0,45.03,1,0,36,5,-8.101,0,0
0,10.581,0,0,48,1,0,0,0
0,48.582,1,1,61,2,16.8,0,0
1,114.396,1,0,53,2,141.55,1,1
0,54.3,0,0,27,1,2.5,0,0
0,24.996,0,1,47,1,-24.8,0,0
0,34.794,1,0,44,2,27.209,0,0
1,41.031,1,0,37,2,60.459,1,1
0,11.262,1,0,44,4,0.067,0,0
1,60.09,1,0,28,4,13.9,1,0
1,52.659,1,0,33,4,3.4,0,0
