ID,Year,State,MinAF,AvgAF,MaxAF,CommitAF,CommitAvgAF,CommitMaxAF,TotalPrice,InfAdjPrice,InfAdjPriceAF,InfAdjCommitPriceAF,Sale,Lease,Exchange,LeaseDuration,AgtoAg,AgtoUrban,AgtoEnivo,UrbantoAg,UrbantoUrban,UrbantoEnviro,EnvirotoAg,EnvirotoUrban,EnvirotoEnviro
CO821,1998,CO,50,50,50,1000,1000,1000,90000,62723.93,1254.479,62.72393,1,0,0,,0,1,0,0,0,0,0,0,0
CO2065,2008,CO,4,4,4,68.6,68.6,68.6,9440,5048.29,1262.01,73.59,0,1,,40,1,0,0,0,0,0,0,0,0
AZ126,2002,AZ,19,19,19,380,380,380,38000,23995.55,1262.924,63.1462,1,0,0,,0,0,0,0,1,0,0,0,0
CO413,1993,CO,4,4,4,80,80,80,6450,5070.727,1267.682,63.38408,1,0,0,,0,1,0,0,0,0,0,0,0
CO2061,2008,CO,213,213,213,4260,4260,4260,507500,271399.32,1274.18,63.71,1,0,0,,0,1,0,0,0,0,0,0,0
CO116,1990,CO,6,9,12,120,180,240,13200,11472.99,1274.777,63.73885,1,0,0,,0,1,0,0,0,0,0,0,0
AZ208,2008,AZ,10,10,10,77.22,77.22,77.22,24000,12768.35,1276.84,165.35,0,1,,10,0,1,0,0,0,0,0,0,0
AZ209,2008,AZ,10,10,10,77.22,77.22,77.22,24000,12768.35,1276.84,165.35,0,1,,10,0,1,0,0,0,0,0,0,0
AZ210,2008,AZ,10,10,10,77.22,77.22,77.22,24000,12768.35,1276.84,165.35,0,1,,10,0,1,0,0,0,0,0,0,0
AZ119,2001,AZ,10,10,10,200,200,200,20000,12828.91,1282.891,64.14455,1,0,0,,0,0,0,0,1,0,0,0,0
CO646,1996,CO,17,17,17,340,340,340,30300,21938.05,1290.474,64.52368,1,0,0,,1,0,0,0,0,0,0,0,0
CO572,1995,CO,20,20,20,400,400,400,34800,25940.16,1297.008,64.8504,1,0,0,,0,1,0,0,0,0,0,0,0
CO111,1990,CO,14,14,14,280,280,280,21000,18252.49,1303.749,65.18745,1,0,0,,0,1,0,0,0,0,0,0,0
CO121,1990,CO,4,4,4,80,80,80,6000,5214.996,1303.749,65.18745,1,0,0,,0,1,0,0,0,0,0,0,0
CO124,1990,CO,12,12,12,240,240,240,18000,15644.99,1303.749,65.18745,1,0,0,,0,1,0,0,0,0,0,0,0
TX220,2004,TX,380.175,380.175,380.175,7603.5,7603.5,7603.5,826880,497266.1,1307.993,65.39964,1,0,0,,0,1,0,0,0,0,0,0,0
CO63,1989,CO,7,7,7,140,140,140,10000,9161.29,1308.756,65.43778,1,0,0,,0,1,0,0,0,0,0,0,0
CO82,1989,CO,7,7,7,140,140,140,10000,9161.29,1308.756,65.43778,1,0,0,,0,1,0,0,0,0,0,0,0
CO92,1989,CO,21,21,21,420,420,420,30000,27483.87,1308.756,65.43779,1,0,0,,0,1,0,0,0,0,0,0,0
UT74,2005,UT,123,123,123,2460,2460,2460,277470,161395.8,1312.161,65.60803,1,0,0,,0,1,0,0,0,0,0,0,0
CO43,1988,CO,255,255,255,5100,5100,5100,350000,336094.7,1318.018,65.90091,1,0,0,,0,0,1,0,0,0,0,0,0
CO415,1993,CO,5,5,5,100,100,100,8400,6603.737,1320.747,66.03737,1,0,0,,0,1,0,0,0,0,0,0,0
CO341,1993,CO,4,4,4,80,80,80,6750,5306.574,1326.644,66.33218,1,0,0,,0,1,0,0,0,0,0,0,0
CO437,1994,CO,42,42,42,840,840,840,73500,56340.08,1341.431,67.07153,1,0,0,,1,0,0,0,0,0,0,0,0
CO435,1994,CO,35,35,35,700,700,700,61250,46950.07,1341.431,67.07153,1,0,0,,0,1,0,0,0,0,0,0,0
UT65,2003,UT,25,25,25,500,500,500,55000,33956.52,1358.261,67.91305,1,0,0,,0,1,0,0,0,0,0,0,0
CA280,1999,CA,762,762,762,15240,15240,15240,1518666,1035537,1358.972,67.94862,1,0,0,,0,0,0,0,1,0,0,0,0
CO394,1993,CO,13,13,13,260,260,260,22500,17688.58,1360.66,68.033,1,0,0,,0,1,0,0,0,0,0,0,0
CA279,1999,CA,669,669,669,13380,13380,13380,1338000,912345.7,1363.745,68.18727,1,0,0,,0,0,0,0,1,0,0,0,0
CO140,1990,CO,56,56,56,1120,1120,1120,87976,76465.75,1365.46,68.27299,1,0,0,,0,1,0,0,0,0,0,0,0
CO118,1990,CO,21,21,21,420,420,420,33000,28682.48,1365.832,68.29162,1,0,0,,0,1,0,0,0,0,0,0,0
CO510,1994,CO,7,7,7,140,140,140,12500,9581.646,1368.807,68.44033,1,0,0,,0,1,0,0,0,0,0,0,0
CO436,1994,CO,35,35,35,700,700,700,62500,47908.23,1368.807,68.44034,1,0,0,,0,0,0,0,1,0,0,0,0
CO2012,2007,CO,15,15,15,300,300,300,38000,20538.88,1369.26,68.46,1,0,0,,1,0,0,0,0,0,0,0,0
CO93,1989,CO,21,21,21,420,420,420,31500,28858.06,1374.194,68.70968,1,0,0,,0,1,0,0,0,0,0,0,0
CO313,1993,CO,4,4,4,80,80,80,7000,5503.114,1375.779,68.78893,1,0,0,,0,1,0,0,0,0,0,0,0
AZ52,1994,AZ,33,33,33,660,660,660,59400,45531.98,1379.757,68.98785,1,0,0,,0,0,0,0,1,0,0,0,0
CO97,1990,CO,3,3,3,60,60,60,4800,4171.997,1390.666,69.53329,1,0,0,,1,0,0,0,0,0,0,0,0
CO295,1992,CO,4,4,4,80,80,80,6875,5566.643,1391.661,69.58303,1,0,0,,0,1,0,0,0,0,0,0,0
CO430,1994,CO,8,8,8,160,160,160,14575,11172.2,1396.525,69.82625,1,0,0,,0,0,0,0,1,0,0,0,0
CO614,1995,CO,4,4,4,80,80,80,7500,5590.551,1397.638,69.88189,1,0,0,,1,0,0,0,0,0,0,0,0
CO584,1995,CO,4,4,4,80,80,80,7500,5590.551,1397.638,69.88189,1,0,0,,0,1,0,0,0,0,0,0,0
CO2038,2008,CO,300,300,300,6000,6000,6000,800100,419680.02,1398.93,69.95,1,0,0,,0,0,1,0,0,0,0,0,0
CO714,1996,CO,81,81,81,1620,1620,1620,156975,113654.3,1403.14,70.15697,1,0,0,,0,1,0,0,0,0,0,0,0
CO397,1993,CO,70,70,70,1400,1400,1400,125000,98269.9,1403.856,70.19279,1,0,0,,1,0,0,0,0,0,0,0,0
CO1827,2006,CO,55,55,55,1100,1100,1100,137500,"77,480.16",1408.73,70.44,1,0,0,,1,0,0,0,0,0,0,0,0
UT78,2006,UT,31.48,31.48,31.48,629.6,629.6,629.6,78700,"44,346.83",1408.73,70.44,1,0,0,,0,1,0,0,0,0,0,0,0
CO438,1994,CO,53,53,53,1060,1060,1060,97500,74736.84,1410.129,70.50645,1,0,0,,0,1,0,0,0,0,0,0,0
CO2218,2009,CO,36,36,36,720,720,720,96000,50833.18961,1412.033045,70.60165224,1,0,,,1,0,0,0,0,0,0,0,0
CO1876,2006,CO,195.7,195.7,195.7,3914,3914,3914,490589,276443,1412.58,70.63,1,0,0,,1,0,0,0,0,0,0,0,0
AZ85,1997,AZ,1000,1000,1000,20000,20000,20000,2000000,1415576,1415.576,70.77882,1,0,0,,0,1,0,0,0,0,0,0,0
CO393,1993,CO,9,9,9,180,180,180,16250,12775.09,1419.454,70.9727,1,0,0,,0,1,0,0,0,0,0,0,0
CO117,1990,CO,14,14,14,280,280,280,22900,19903.9,1421.707,71.08537,1,0,0,,0,1,0,0,0,0,0,0,0
CO431,1994,CO,10,10,10,200,200,200,18550,14219.16,1421.916,71.09582,1,0,0,,0,1,0,0,0,0,0,0,0
CO516,1994,CO,8,8,8,160,160,160,14850,11383,1422.875,71.14372,1,0,0,,0,1,0,0,0,0,0,0,0
CO434,1994,CO,35,35,35,700,700,700,65000,49824.56,1423.559,71.17795,1,0,0,,1,0,0,0,0,0,0,0,0
CO416,1993,CO,6,6,6,120,120,120,10920,8584.858,1430.81,71.54049,1,0,0,,0,1,0,0,0,0,0,0,0
CO112,1990,CO,30,30,30,600,600,600,49454,42983.74,1432.791,71.63956,1,0,0,,0,1,0,0,0,0,0,0,0
CO491,1994,CO,53,53,53,1060,1060,1060,99375,76174.09,1437.247,71.86235,1,0,0,,0,0,0,0,1,0,0,0,0
CO496,1994,CO,18,18,18,360,360,360,33750,25870.45,1437.247,71.86235,1,0,0,,0,0,0,0,1,0,0,0,0
CO40,1988,CO,1,1,1,20,20,20,1500,1440.406,1440.406,72.02029,1,0,0,,0,1,0,0,0,0,0,0,0
WY1,1988,WY,138,206,275,2760,4120,5500,309000,296723.6,1440.406,72.02028,1,0,0,,0,1,0,0,0,0,0,0,0
CO375,1993,CO,39,39,39,780,780,780,71500,56210.38,1441.292,72.06459,1,0,0,,0,1,0,0,0,0,0,0,0
CO395,1993,CO,39,39,39,780,780,780,71500,56210.38,1441.292,72.06459,1,0,0,,0,1,0,0,0,0,0,0,0
CO357,1993,CO,18,18,18,360,360,360,33125,26041.52,1446.751,72.33756,1,0,0,,0,1,0,0,0,0,0,0,0
CO315,1993,CO,11,11,11,220,220,220,20250,15919.72,1447.248,72.36238,1,0,0,,0,1,0,0,0,0,0,0,0
CO368,1993,CO,11,11,11,220,220,220,20250,15919.72,1447.248,72.36238,1,0,0,,0,0,0,0,1,0,0,0,0
CO448,1994,CO,35,35,35,700,700,700,66250,50782.73,1450.935,72.54675,1,0,0,,1,0,0,0,0,0,0,0,0
CO497,1994,CO,21,21,21,420,420,420,39750,30469.64,1450.935,72.54675,1,0,0,,1,0,0,0,0,0,0,0,0
CO501,1994,CO,35,35,35,700,700,700,66250,50782.73,1450.935,72.54675,1,0,0,,1,0,0,0,0,0,0,0,0
CO427,1994,CO,14,14,14,280,280,280,26500,20313.09,1450.935,72.54675,1,0,0,,0,1,0,0,0,0,0,0,0
CO507,1994,CO,28,28,28,560,560,560,53000,40626.18,1450.935,72.54675,1,0,0,,0,0,0,0,1,0,0,0,0
AZ179,2005,AZ,8,8,8,160,160,160,20000,11633.38,1454.173,72.70866,1,0,0,,0,0,0,0,1,0,0,0,0
AZ172,2005,AZ,9,9,9,180,180,180,22500,13088,1454.222,72.711,1,0,0,,0,0,0,0,1,0,0,0,0
CO113,1990,CO,40,40,40,800,800,800,66992,58227.17,1455.679,72.78397,1,0,0,,0,1,0,0,0,0,0,0,0
CO329,1993,CO,21,21,21,420,420,420,39000,30660.21,1460.01,73.0005,1,0,0,,0,1,0,0,0,0,0,0,0
CO405,1993,CO,28,28,28,560,560,560,52000,40880.28,1460.01,73.0005,1,0,0,,0,1,0,0,0,0,0,0,0
CO419,1993,CO,42,42,42,840,840,840,78000,61320.41,1460.01,73.0005,1,0,0,,0,1,0,0,0,0,0,0,0
CA269,1998,CA,0,716,1432,0,10091.264,20182.529,1500000,1045399,1460.054,103.5944,0,1,,25,0,0,1,0,0,0,0,0,0
CO513,1994,CO,53,53,53,1060,1060,1060,101250,77611.34,1464.365,73.21824,1,0,0,,0,1,0,0,0,0,0,0,0
NV134,2006,NV,2001,2001,2001,24936.88,24936.88,24936.88,5202600,2931623.81,1465.08,117.56,0,1,,20,0,1,0,0,0,0,0,0,0
CO506,1994,CO,526.4,526.4,526.4,10528,10528,10528,1006176,771265.8,1465.171,73.25853,1,0,0,,0,1,0,0,0,0,0,0,0
CO373,1993,CO,23,23,23,460,460,460,42900,33726.23,1466.358,73.31789,1,0,0,,0,1,0,0,0,0,0,0,0
CO288,1992,CO,4,4,4,80,80,80,7250,5870.278,1467.569,73.37847,1,0,0,,0,1,0,0,0,0,0,0,0
CO334,1993,CO,16,16,16,320,320,320,29900,23506.16,1469.135,73.45674,1,0,0,,1,0,0,0,0,0,0,0,0
AZ88,1998,AZ,237,237,237,4740,4740,4740,500000,348466.3,1470.322,73.51608,1,0,0,,0,0,0,0,1,0,0,0,0
CO396,1993,CO,50,50,50,1000,1000,1000,93600,73584.5,1471.69,73.5845,1,0,0,,0,1,0,0,0,0,0,0,0
CO433,1994,CO,33,33,33,660,660,660,63450,48636.44,1473.831,73.69157,1,0,0,,0,1,0,0,0,0,0,0,0
CO382,1993,CO,18,18,18,360,360,360,33750,26532.87,1474.048,73.70242,1,0,0,,0,1,0,0,0,0,0,0,0
CO487,1994,CO,21,21,21,420,420,420,40500,31044.54,1478.311,73.91556,1,0,0,,1,0,0,0,0,0,0,0,0
CO509,1994,CO,3.5,3.5,3.5,70,70,70,6750,5174.089,1478.311,73.91557,1,0,0,,0,1,0,0,0,0,0,0,0
CO522,1994,CO,28,28,28,560,560,560,54000,41392.71,1478.311,73.91557,1,0,0,,0,1,0,0,0,0,0,0,0
CO1880,2006,CO,80,80,80,1600,1600,1600,210000,118333.33,1479.167,73.958,1,0,0,,0,1,0,0,0,0,0,0,0
CO319,1993,CO,188,188,188,3760,3760,3760,355100,279165.1,1484.921,74.24604,1,0,0,,0,1,0,0,0,0,0,0,0
CO366,1993,CO,10,10,10,200,200,200,18900,14858.41,1485.841,74.29204,1,0,0,,0,1,0,0,0,0,0,0,0
CO583,1995,CO,4,4,4,80,80,80,7975,5944.62,1486.155,74.30775,1,0,0,,1,0,0,0,0,0,0,0,0
CO512,1994,CO,48,48,48,960,960,960,93150,71402.43,1487.551,74.37753,1,0,0,,1,0,0,0,0,0,0,0,0
CO327,1993,CO,7,7,7,140,140,140,13250,10416.61,1488.087,74.40435,1,0,0,,0,1,0,0,0,0,0,0,0
CO361,1993,CO,63,63,63,1260,1260,1260,119250,93749.48,1488.087,74.40435,1,0,0,,0,1,0,0,0,0,0,0,0
CO417,1993,CO,7,7,7,140,140,140,13250,10416.61,1488.087,74.40435,1,0,0,,0,1,0,0,0,0,0,0,0
CO131,1990,CO,485,485,485,9700,9700,9700,831600,722798.5,1490.306,74.51531,1,0,0,,0,1,0,0,0,0,0,0,0
CO132,1990,CO,485,485,485,9700,9700,9700,831600,722798.5,1490.306,74.51531,1,0,0,,0,1,0,0,0,0,0,0,0
CO133,1990,CO,485,485,485,9700,9700,9700,831600,722798.5,1490.306,74.51531,1,0,0,,0,1,0,0,0,0,0,0,0
CO585,1995,CO,4,4,4,80,80,80,8000,5963.255,1490.814,74.54069,1,0,0,,0,1,0,0,0,0,0,0,0
CO521,1994,CO,43,43,43,860,860,860,83700,64158.71,1492.063,74.60315,1,0,0,,0,1,0,0,0,0,0,0,0
CO514,1994,CO,90,105,120,1800,2100,2400,204750,156947.4,1494.737,74.73685,1,0,0,,1,0,0,0,0,0,0,0,0
UT24,1991,UT,396,396,396,7920,7920,7920,710120,592288.1,1495.677,74.78384,1,0,0,,0,1,0,0,0,0,0,0,0
CO318,1993,CO,39,39,39,780,780,780,74200,58333.01,1495.718,74.78591,1,0,0,,0,1,0,0,0,0,0,0,0
NV8,1987,NV,26,26,26,520,520,520,39000,39000,1500,75,1,0,0,,0,0,0,0,1,0,0,0,0
CO526,1994,CO,25,25,25,500,500,500,49000,37560.05,1502.402,75.12011,1,0,0,,0,1,0,0,0,0,0,0,0
CO455,1994,CO,5,5,5,100,100,100,9800,7512.011,1502.402,75.12011,1,0,0,,0,0,0,0,1,0,0,0,0
CO369,1993,CO,12,12,12,240,240,240,22950,18042.35,1503.529,75.17648,1,0,0,,0,1,0,0,0,0,0,0,0
CO1908,2006,CO,88,88,88,1760,1760,1760,2350000,"132,420.63","1,504.77",75.24,1,0,0,,1,0,0,0,0,0,0,0,0
CO317,1993,CO,35,35,35,700,700,700,67000,52672.66,1504.933,75.24667,1,0,0,,0,1,0,0,0,0,0,0,0
CO444,1994,CO,28,28,28,560,560,560,55000,42159.25,1505.687,75.28437,1,0,0,,1,0,0,0,0,0,0,0,0
CO483,1994,CO,7,7,7,140,140,140,13750,10539.81,1505.687,75.28437,1,0,0,,1,0,0,0,0,0,0,0,0
CO505,1994,CO,98,98,98,1960,1960,1960,192500,147557.4,1505.687,75.28437,1,0,0,,0,1,0,0,0,0,0,0,0
CO242,1992,CO,6,6,6,120,120,120,11160,9036.18,1506.03,75.3015,1,0,0,,0,1,0,0,0,0,0,0,0
CO298,1992,CO,3,3,3,60,60,60,5600,4534.284,1511.428,75.5714,1,0,0,,0,1,0,0,0,0,0,0,0
CO485,1994,CO,11,11,11,220,220,220,21750,16672.06,1515.642,75.78211,1,0,0,,0,1,0,0,0,0,0,0,0
CO359,1993,CO,28,28,28,560,560,560,54000,42452.59,1516.164,75.8082,1,0,0,,1,0,0,0,0,0,0,0,0
CO418,1993,CO,7,7,7,140,140,140,13500,10613.15,1516.164,75.8082,1,0,0,,1,0,0,0,0,0,0,0,0
CO360,1993,CO,28,28,28,560,560,560,54000,42452.59,1516.164,75.8082,1,0,0,,0,1,0,0,0,0,0,0,0
CO377,1993,CO,70,70,70,1400,1400,1400,135000,106131.5,1516.164,75.8082,1,0,0,,0,1,0,0,0,0,0,0,0
CO755,1997,CO,98,98,98,1960,1960,1960,210000,148635.5,1516.689,75.83445,1,0,0,,1,0,0,0,0,0,0,0,0
CO244,1992,CO,18,18,18,360,360,360,33750,27327.16,1518.175,75.90877,1,0,0,,0,1,0,0,0,0,0,0,0
CO324,1993,CO,3,3,3,60,60,60,5800,4559.723,1519.908,75.99538,1,0,0,,1,0,0,0,0,0,0,0,0
AZ31,1990,AZ,117,117,117,2340,2340,2340,204750,177961.8,1521.041,76.05203,1,0,0,,0,0,0,0,1,0,0,0,0
CO144,1990,CO,30,30,30,600,600,600,52675,45783.32,1526.111,76.30553,1,0,0,,1,0,0,0,0,0,0,0,0
CO488,1994,CO,28,28,28,560,560,560,56000,42925.78,1533.063,76.65318,1,0,0,,0,1,0,0,0,0,0,0,0
CO456,1994,CO,6,5.6,6,120,112,120,11200,8585.155,1533.063,76.65318,1,0,0,,0,0,0,0,1,0,0,0,0
CO474,1994,CO,74.9,74.9,74.9,1498,1498,1498,149800,114826.5,1533.063,76.65318,1,0,0,,0,0,0,0,1,0,0,0,0
CO358,1993,CO,22,22,22,440,440,440,43000,33804.84,1536.584,76.82919,1,0,0,,0,1,0,0,0,0,0,0,0
AZ233,2009,AZ,118.08,118.08,118.08,2361.6,2361.6,2361.6,343225,181741.8907,1539.142028,76.9571014,1,0,,,0,0,1,0,0,0,0,0,0
CO257,1992,CO,11,11,11,220,220,220,21000,17003.56,1545.778,77.28892,1,0,0,,1,0,0,0,0,0,0,0,0
CO236,1992,CO,55,55,55,1100,1100,1100,105000,85017.82,1545.779,77.28893,1,0,0,,0,1,0,0,0,0,0,0,0
CO301,1992,CO,18,18,18,360,360,360,34375,27833.21,1546.29,77.31448,1,0,0,,0,1,0,0,0,0,0,0,0
CO520,1994,CO,34,34,34,680,680,680,68600,52584.08,1546.591,77.32953,1,0,0,,0,1,0,0,0,0,0,0,0
CO142,1990,CO,7,7,7,140,140,140,12500,10864.58,1552.082,77.60411,1,0,0,,1,0,0,0,0,0,0,0,0
CO146,1990,CO,35,35,35,700,700,700,62500,54322.88,1552.082,77.60411,1,0,0,,0,1,0,0,0,0,0,0,0
CO347,1993,CO,41,41,41,820,820,820,81200,63836.13,1556.979,77.84893,1,0,0,,0,1,0,0,0,0,0,0,0
CO305,1992,CO,25,25,25,500,500,500,48125,38966.5,1558.66,77.933,1,0,0,,1,0,0,0,0,0,0,0,0
CO297,1992,CO,56,56,56,1120,1120,1120,108000,87446.9,1561.552,78.07759,1,0,0,,0,1,0,0,0,0,0,0,0
CO99,1990,CO,8,8,8,160,160,160,14400,12515.99,1564.499,78.22495,1,0,0,,1,0,0,0,0,0,0,0,0
CO384,1993,CO,52,52,52,1040,1040,1040,103600,81446.09,1566.271,78.31355,1,0,0,,0,1,0,0,0,0,0,0,0
CO391,1993,CO,7,7,7,140,140,140,14000,11006.23,1572.318,78.61592,1,0,0,,0,1,0,0,0,0,0,0,0
NM46,1993,NM,6,6,6,120,120,120,12000,9433.91,1572.318,78.61592,1,0,0,,0,0,0,0,1,0,0,0,0
CO302,1992,CO,18,18,18,360,360,360,35000,28339.27,1574.404,78.7202,1,0,0,,0,1,0,0,0,0,0,0,0
CO468,1994,CO,31,31,31,620,620,620,63800,48904.72,1577.572,78.87859,1,0,0,,0,1,0,0,0,0,0,0,0
CO179,1991,CO,74,74,74,1480,1480,1480,140000,116769.5,1577.966,78.89828,1,0,0,,0,1,0,0,0,0,0,0,0
CO263,1992,CO,140,140,140,2800,2800,2800,273000,221046.3,1578.902,78.94511,1,0,0,,0,1,0,0,0,0,0,0,0
CO471,1994,CO,38,38,38,760,760,760,78300,60019.43,1579.459,78.97294,1,0,0,,1,0,0,0,0,0,0,0,0
CO296,1992,CO,20,20,20,400,400,400,39060,31626.63,1581.331,79.06657,1,0,0,,0,1,0,0,0,0,0,0,0
CO343,1993,CO,18,18,18,360,360,360,36250,28498.27,1583.237,79.16186,1,0,0,,0,1,0,0,0,0,0,0,0
CO582,1995,CO,3,3,3,60,60,60,6380,4755.696,1585.232,79.2616,1,0,0,,0,1,0,0,0,0,0,0,0
CO589,1995,CO,6,6,6,120,120,120,12760,9511.392,1585.232,79.2616,1,0,0,,0,1,0,0,0,0,0,0,0
CO262,1992,CO,92,92,92,1840,1840,1840,180180,145890.6,1585.767,79.28836,1,0,0,,0,1,0,0,0,0,0,0,0
CO462,1994,CO,21,21,21,420,420,420,43500,33344.13,1587.816,79.39079,1,0,0,,0,1,0,0,0,0,0,0,0
CO523,1994,CO,7,7,7,140,140,140,14500,11114.71,1587.816,79.39079,1,0,0,,0,1,0,0,0,0,0,0,0
CO490,1994,CO,35,35,35,700,700,700,72500,55573.55,1587.816,79.39079,1,0,0,,0,0,0,0,1,0,0,0,0
CO827,1998,CO,1000,1000,1000,20000,20000,20000,2285000,1592491,1592.491,79.62453,1,0,0,,0,1,0,0,0,0,0,0,0
CA249,1997,CA,0,20000,40000,0,281878.89,563757.78,45000000,3.19E+07,1592.523,112.9934,0,1,,25,0,1,0,0,0,0,0,0,0
NM53,1996,NM,33,33,33,660,660,660,72600,52564.44,1592.862,79.64309,1,0,0,,0,1,0,0,0,0,0,0,0
NM57,1996,NM,199.44,199.44,199.44,3988.8,3988.8,3988.8,438768,317680.3,1592.862,79.64309,1,0,0,,0,1,0,0,0,0,0,0,0
NM23,1990,NM,3,3,3,60,60,60,5500,4780.413,1593.471,79.67355,1,0,0,,0,0,0,0,1,0,0,0,0
CO383,1993,CO,20,20,20,400,400,400,40600,31918.06,1595.903,79.79516,1,0,0,,0,1,0,0,0,0,0,0,0
UT83,2008,UT,19,19,19,380,380,380,57000,30324.83,1596.04,79.8,1,0,0,,0,1,0,0,0,0,0,0,0
CO123,1990,CO,11,11,11,220,220,220,20250,17600.61,1600.056,80.00278,1,0,0,,0,1,0,0,0,0,0,0,0
CO356,1993,CO,7,7,7,140,140,140,14250,11202.77,1600.396,80.01978,1,0,0,,1,0,0,0,0,0,0,0,0
CO421,1994,CO,304.3,304.3,304.3,304.3,304.3,304.3,635750,487322.6,1601.454,1601.454,0,1,,1,0,0,0,0,1,0,0,0,0
CO310,1992,CO,70,70,70,1400,1400,1400,138500,112142.5,1602.036,80.10182,1,0,0,,0,1,0,0,0,0,0,0,0
CO475,1994,CO,82.6,82.6,82.6,1652,1652,1652,172870,132510.3,1604.241,80.21207,1,0,0,,0,0,0,0,1,0,0,0,0
CO217,1991,CO,6,6,6,120,120,120,11600,9675.184,1612.531,80.62653,1,0,0,,0,1,0,0,0,0,0,0,0
CO136,1990,CO,28,28,28,560,560,560,52000,45196.63,1614.165,80.70827,1,0,0,,0,1,0,0,0,0,0,0,0
UT26,1992,UT,35,35,35,700,700,700,70000,56678.54,1619.387,80.96935,1,0,0,,1,0,0,0,0,0,0,0,0
CO134,1990,CO,6,6,6,120,120,120,11200,9734.66,1622.443,81.12217,1,0,0,,0,1,0,0,0,0,0,0,0
CA654,2009,CA,1100,1100,1100,22000,22000,22000,3377044,1788186.646,1625.624223,81.28121117,1,0,,,0,0,0,0,1,0,0,0,0
CO565,1995,CO,11,11,11,220,220,220,24000,17889.76,1626.342,81.31711,1,0,0,,0,1,0,0,0,0,0,0,0
CO328,1993,CO,7,7,7,140,140,140,14500,11399.31,1628.473,81.42362,1,0,0,,1,0,0,0,0,0,0,0,0
CO472,1994,CO,60,60,60,1200,1200,1200,127500,97732.8,1628.88,81.444,1,0,0,,1,0,0,0,0,0,0,0,0
CO206,1991,CO,35,35,35,700,700,700,68500,57133.63,1632.389,81.61947,1,0,0,,1,0,0,0,0,0,0,0,0
UT81,2007,UT,39,39,39,780,780,780,117000,"63,749.82",1634.61,81.73,1,0,0,,0,1,0,0,0,0,0,0,0
CO453,1994,CO,3,3,3,60,60,60,6400,4905.803,1635.268,81.76339,1,0,0,,1,0,0,0,0,0,0,0,0
CO452,1994,CO,3,3,3,60,60,60,6400,4905.803,1635.268,81.76339,1,0,0,,0,1,0,0,0,0,0,0,0
CO162,1990,CO,88,88,88,1760,1760,1760,165625,143955.6,1635.859,81.79297,1,0,0,,0,1,0,0,0,0,0,0,0
CO617,1995,CO,6,6,6,120,120,120,13200,9839.37,1639.895,81.99475,1,0,0,,1,0,0,0,0,0,0,0,0
CO463,1994,CO,21,21,21,420,420,420,45000,34493.93,1642.568,82.1284,1,0,0,,0,1,0,0,0,0,0,0,0
CO466,1994,CO,28,28,28,560,560,560,60000,45991.9,1642.568,82.1284,1,0,0,,0,1,0,0,0,0,0,0,0
CO478,1994,CO,143.5,143.5,143.5,2870,2870,2870,308320,236337.1,1646.948,82.34741,1,0,0,,0,1,0,0,0,0,0,0,0
CO202,1991,CO,4,4,4,80,80,80,7900,6589.134,1647.283,82.36417,1,0,0,,0,1,0,0,0,0,0,0,0
CO546,1995,CO,14,14,14,280,280,280,31000,23107.61,1650.544,82.52719,1,0,0,,0,1,0,0,0,0,0,0,0
CO591,1995,CO,7,7,7,140,140,140,15500,11553.81,1650.544,82.52719,1,0,0,,0,1,0,0,0,0,0,0,0
CO631,1995,CO,77,77,77,1540,1540,1540,170500,127091.9,1650.544,82.52718,1,0,0,,0,1,0,0,0,0,0,0,0
CO527,1994,CO,32,32,32,640,640,640,69000,52890.69,1652.834,82.6417,1,0,0,,0,1,0,0,0,0,0,0,0
CO400,1993,CO,20,20,20,400,400,400,42050,33057.99,1652.9,82.64498,1,0,0,,1,0,0,0,0,0,0,0,0
CO659,1996,CO,7,7,7,140,140,140,16000,11584.45,1654.921,82.74606,1,0,0,,0,1,0,0,0,0,0,0,0
CO291,1992,CO,99,99,99,1980,1980,1980,202350,163841.5,1654.964,82.74822,1,0,0,,0,1,0,0,0,0,0,0,0
CO571,1995,CO,18,18,18,360,360,360,40000,29816.27,1656.46,82.82298,1,0,0,,0,1,0,0,0,0,0,0,0
CO578,1995,CO,18,18,18,360,360,360,40000,29816.27,1656.46,82.82298,1,0,0,,0,1,0,0,0,0,0,0,0
CO300,1992,CO,17,17,17,340,340,340,34800,28177.33,1657.49,82.87451,1,0,0,,0,1,0,0,0,0,0,0,0
CO367,1993,CO,11,11,11,220,220,220,23200,18238.89,1658.081,82.90406,1,0,0,,1,0,0,0,0,0,0,0,0
CO189,1991,CO,19,19,19,380,380,380,37800,31527.75,1659.355,82.96777,1,0,0,,0,1,0,0,0,0,0,0,0
NM6,1987,NM,3,3,3,60,60,60,5000,5000,1666.667,83.33334,1,0,0,,0,1,0,0,0,0,0,0,0
NM9,1987,NM,3,3,3,60,60,60,5000,5000,1666.667,83.33334,1,0,0,,0,1,0,0,0,0,0,0,0
CO147,1990,CO,70,70,70,1400,1400,1400,134250,116685.5,1666.936,83.34682,1,0,0,,0,1,0,0,0,0,0,0,0
CO544,1995,CO,9,9,9,180,180,180,20150,15019.95,1668.883,83.44416,1,0,0,,0,1,0,0,0,0,0,0,0
WY3,1991,WY,56,56,56,1120,1120,1120,112100,93498.98,1669.625,83.48123,1,0,0,,0,0,1,0,0,0,0,0,0
